IDNUMBER	SALARY	LOGSAL	EDUC	SALBEGIN	LOGSALBEGIN	GENDER	MINORITY	JOBCAT
465	33900	10.4311702934	12	16500	9.71111565989	1	0	1
466	23400	10.0604913013	12	13500	9.51044496443	0	0	1
467	32850	10.3997070239	16	19500	9.87816974455	0	0	1
468	55750	10.9286326893	16	19980	9.9024870522	0	0	3
469	25200	10.1345992735	15	13950	9.54323478725	0	0	1
470	26250	10.175421268	12	15750	9.66459564425	1	1	1
471	26400	10.1811192891	15	15750	9.66459564425	1	1	1
472	39150	10.5751557014	15	15750	9.66459564425	1	0	1
473	21450	9.97347992436	12	12750	9.45328655059	0	0	1
474	29400	10.2887499533	12	14250	9.5645121857	0	0	1
